100025;CLIENT;SARL SANTOSHA Bordeaux;05 56 44 76 56;santoshafactures@gmail.com;2 Place Fernand Lafargue;;BORDEAUX;33000;04/04/2017;03/04/2021;7;0
100026;CLIENT;SARL FUFU;05 56 52 10 29;antarak@me.com;37 Rue Saint Remi;;BORDEAUX;33000;06/10/2016;05/10/2019;1;0
100027;ANCIEN CLIENT;SARL FULGUROPOING;0689952748;msf.gestion@gmail.com;319 Chemin de Leyssote;;VILLENAVE D'ORNON;33000;;;1;0
100028;NON CLIENT;Restaurant LA SIESTA;0672812510;;Rond Point Nord;La plage;BISCARROSSE;40600;;;1;0
100029;NON CLIENT;EXPRESS SERVICES;0556255934;dav.courbin@orange.fr;Centre Commercial Super U;La Casse;BAZAS;33430;;;1;0
100030;NON CLIENT;ISENC Zuhtu;0651767495;zuhise@gmail.com;52 Rue Bouquière;;BORDEAUX;33000;;;1;0
100031;ANCIEN CLIENT;SO FOOT;;christian.lot@gli-gaz.fr;8 Avenue Leon Jouhaux;ZI Couloumey;LANGON;33210;;;1;0
100032;CLIENT;SARL PERDITEMPO;05 56 81 17 91;perditempo@hotmail.fr;25 Quai Richelieu;;BORDEAUX;33000;28/06/2017;27/06/2020;1;0
100033;NON CLIENT;SARL JERIM33 "LE FRANCHOUILLARD";0556449586;info@lefranchouillard.com;21 Rue Maucoudinat;;BORDEAUX;33000;;;1;0
100034;;LIXXBAIL PAU;0559986740;;70 Avenue SALLENAVE;Immeuble Les Alizés CS47542;PAU;64075;;;7;0
100035;ANCIEN CLIENT;CREPERIE ONDINE;05 57 12 02 13;gregory.lest@gmail.com;Centre Commercial de Laurenzan;Allée des Pins;GRADIGNAN;33170;;;1;2
100036;ANCIEN CLIENT;EURL IMPACT VIDEO;05 56 75 06 25;impact.video.photo@gmail.com;Centre Commercial Laurenzanne;Allée des Pins;GRADIGNAN;33170;;;1;0
100037;;LEASECOM;05 57 92 05 23;adrien.amadio@leasecom.fr;;;;33692;;;1;0
100038;NON CLIENT;Dr Nicolas STARK;05 59 42 90 86;;;;;64100;;;7;0
100039;NON CLIENT;Monsieur Dorian FONTANEAU;0674287822;fontaneau.dorian@laposte.net;;;;33340;;;1;0
100040;CLIENT;SARL LE DAVOLI;05 56 48 22 19;contact@ledavoli.com;13 Rue des Bahutiers;;BORDEAUX;33000;10/01/2017;09/01/2021;1;0
100041;NON CLIENT;LES DOUCEURS DE LOUISE;;;17 Cours du Maréchal Gallieni;;LEOGNAN;33850;;;1;0
100042;NON CLIENT;SARL HARGCOE - LA BRASSERIE DU PARC;0556842880;;13 rue du Moulineau;;GRADIGNAN;33170;;;1;0
100043;CLIENT;GOM - Market Oriental;;sarlgom@orange.fr;92 avenue de Saige;;PESSAC;33600;10/01/2019;09/01/2020;1;0
100044;NON CLIENT;SARL MSDE - LA FERME DE COMPOSTELLE;0556841091;;759 cours de la Libération;;PESSAC;33600;;;1;0
100045;NON CLIENT;BAR BRASSERIE DES GRAVES;0556647603;;17 Place Salvador Allende;;LEOGNAN;33850;;;1;0
100046;NON CLIENT;LA CASA ITALIENNE;05 56 78 49 01;contact@casaitalienne.com;68 avenue de l'Entre-Deux-Mers;;FARGUES SAINT HILAIRE;33370;;;1;0
100047;CLIENT;SARL VINCTAN - Bistro Mimi;05 57 83 47 42;contact@bistromimi.fr;17 Rue Huguerie;;BORDEAUX;33000;19/01/2018;18/01/2021;1;-43,2
100048;NON CLIENT;LES EMPORTES DU PICCOLO;0556200838;;80 Avenue du General de Gaulle;;LA BREDE;33650;;;1;0
100049;NON CLIENT;LE GRILL & PIZZ DES GRAVES;;;2 Rue de la Canave;;MARTILLAC;33650;;;1;0
100050;NON CLIENT;LES EMPORTES DE CABANAC;0556946176;;4 Route des Graves;;CABANAC ET VILLAGRAINS;33650;;;1;0
100051;ANCIEN CLIENT;SARL IZENAH - SALADERIE ARTIS;05 56 48 00 38;jeromeartis@hotmail.fr;14 Cours du Chapeau Rouge;;BORDEAUX;33000;;28/12/2017;1;0
100052;;NATIOCREDIMURS;0141972000;;DIRECTION COMMERCIALE - Agence PRO;12ème Etage - 46/52 Rue Arago;PUTEAUX Cedex;92800;;;;0
100053;ANCIEN CLIENT;CHEZ HUGUES LE RUBAN;05 56 06 40 09;lanciaux.hugues@bbox.fr;137 Cours Victor Hugo;;BORDEAUX;33000;;;1;0
100054;NON CLIENT;DURIEZ Jordan;06 71 82 20 67;duriez.lecurier@hotmail.fr;;;;33140;;;1;0
100055;ANCIEN CLIENT;SAS O'7 CAFE-RESTAURANT;05 56 44 11 66;o7cafe33@gmail.com;7 Rue du Parlement Sainte Catherine;;BORDEAUX;33000;;;1;0
100056;NON CLIENT;SARL ZOUAOUINE;06 08 96 82 69;sghaier33@hotmail.fr;257 Rue Pierre Brossolette;;COUTRAS;33230;;;1;0
100057;NON CLIENT;SAIVET ENTREPRISE LA LIONNE BLANCHE;06 51 87 10 77;;5 Rue des Faussets;;BORDEAUX;33200;;;1;0
100058;NON CLIENT;LE PIERRE CURIE;06 30 36 95 59;;55 Rue Pierre Curie;;BEGLES;33130;;;1;0
100059;NON CLIENT;PLAZA RAVEZ DECORATION;05 56 48 19 48;boutique@plazaravez.fr;7 rue Ravez;;BORDEAUX;33000;;;1;0
100060;CLIENT;SARL DRUNKEN MONKEY - Grind House;07 70 35 16 61;grindhousepub@yahoo.com;24 rue Gouvéa;;BORDEAUX;33000;01/01/2019;;1;-168
100061;NON CLIENT;MAISON LETTIERI;05 56 86 07 52;;15 Place Stalingrad;;BORDEAUX;33000;;;1;0
100062;CLIENT;PLAT Christophe;05 56 20 34 59;plat.christophe0707@orange.fr;42 RD1113;Lieu Dit La Prade;SAINT MEDARD D'EYRANS;33650;;11/02/2017;1;0
100063;NON CLIENT;SARL SITHODI;;;160 Cours Victor Hugo;;BORDEAUX;33000;;;1;0
100064;NON CLIENT;BOULANGERIE PATISSERIE de A à Z;;;11 rue de l'étang;;GRADIGNAN;33170;;;1;0
100065;NON CLIENT;SARL JPCOL "JUNGLE CAFE";06 27 71 43 33;clementfrench@hotmail.fr;32 Cours du Chapeau Rouge;;BORDEAUX;33000;;;1;0
100066;NON CLIENT;Arenui Hotel;05 59 52 21 52;arenui@orange.fr;;;;64600;;;7;0
100067;ANCIEN CLIENT;SARL LA GRILLOLE;05 56 44 79 83;Lagrillole5@gmail.com;7 rue Guienne;;BORDEAUX;33000;;;1;0
100068;CLIENT;DE MARIA Davide"OSTERIA DI LUIGI"- S°DDM;05 56 81 03 80;ryan2006.demaria@hot;23 Rue du Pas Saint Georges;;BORDEAUX;33000;;;1;0
100069;CLIENT;SARL DONAPOUF "AUBERGE DES GRAVES";05 57 74 81 80;donapouf@sfr.fr;56 Avenue de Libourne;;VAYRES;33870;22/08/2017;21/08/2020;1;0
100070;NON CLIENT;LE PASSAGE;;;246 Boulevard de la Cote d'Argent;;ARCACHON;33120;;;;0
100071;ANCIEN CLIENT;GERVEREAU Matthieu - VINTAGE CAFE;05 57 30 84 41;vintage.bordeaux@live.fr;19 Quai Richelieu;;BORDEAUX;33000;;17/03/2017;1;0
100072;CLIENT;LES BELLES PERDRIX DE TROPLONG MONDOT;05 57 55 32 05;nn@chateau-troplong-mondot.com;MONDOT;1 Lieu dit Mondot;SAINT EMILION;33330;14/02/2016;;1;0
100073;NON CLIENT;Daniel SARRAUTTE "ADME";06 21 58 69 86;daniel.espace@live.fr;;;;33650;;;1;0
100074;;CORHOFI SA;05 57 10 90 47;mebe@corhofi.com;;;;69266;;;;0
100075;NON CLIENT;SARL UPOP " Les Sables Faim";06 62 94 71 95;lessablesfaim40600@yahoo.fr;7 Rue de Garole;;BISCARROSSE;40600;;;1;0
100076;NON CLIENT;SARL LA FRITERIE BELGE;05 58 07 39 02;la-friterie-belge@orange.fr;372 Boulevard des Sables;;BISCARROSSE;40600;;;1;0
100077;CLIENT;FT CONSEILS - ASTON;;ftconseils@gmail.com;145 Avenue Pasteur;;PESSAC;33290;01/05/2019;30/04/2020;1;-768
100078;ANCIEN CLIENT;BIDULES ET MERVEILLES;05 40 00 90 32;anneaureliemarchal@gmail.com;75 rue des Ayres;;BORDEAUX;33000;;;1;0
100079;ANCIEN CLIENT;SARL FUFU 2 (VENDU);06 11 48 01 76;antarak@me.com;79 Cours Portal;;BORDEAUX;33000;;;1;0
100080;ANCIEN CLIENT;SARL FUFU 3 (NON ACTIF);06 89 95 27 48;;;;;33000;;;1;0
100081;ANCIEN CLIENT;EURL MAC'ARON - Dos santos Sandra;;elysandra@hotmail.fr;6 avenue Roger Salengro;;BEGLES;33130;;;1;0
100082;CLIENT;EURL KLBV - Le Grenier Bordelais;05 57 67 13 49;melaniecadet@orange.fr;246 Boulevard Jean Jacques Bosc;;BEGLES;33130;27/09/2017;26/09/2021;1;0
100083;ANCIEN CLIENT;SARL CELOBOR - MEGA MACUMBA;05 56 34 05 48;megamacumba@wanadoo.fr;Route du Cap Ferret;;MERIGNAC;33700;;;1;0
100084;ANCIEN CLIENT;SARL GOLDORAK;;msf.gestion@gmail.com;61 Place des Capucins;;BORDEAUX;33000;;;1;0
100085;ANCIEN CLIENT;BIBAM BAR -Golf miniature Mayarco;05 59 54 70 34;;;;;64500;;;7;0
100086;NON CLIENT;SARL METS DU BARON TABLE DE MONTESQUIEU;06 63 36 54 41;s.ghadfa@free.fr;6 Place Jean d'Estampes;;LA BREDE;33650;;;1;0
100087;NON CLIENT;SARL NGPLUS;;paulnguyen@ngplus.fr;;;;33600;;;7;0
100088;ANCIEN CLIENT;"CHEZ GREG - LE GRAND THEATRE";05 56 31 30 30;chezgregrestaurants@free.fr;;;;33024;;;1;0
100089;NON CLIENT;OUSTALOT;05 56 44 78 19;librairie@oustalot.com;40 Cours Alsace Lorraine;;BORDEAUX;33640;;;;0
100090;CLIENT;DELZONGLE AQUITAINE-Paul et Cie;05 57 26 66 08;informatique@delzongle.fr;Paul & Co;8 Avenue de Verdun;BIARRITZ;33608;18/07/2019;17/07/2020;1;-624
100091;;CM-CIC BAIL;;;;;;85018;;;7;0
100092;NON CLIENT;L'ANNEXE DU BISTROT ( ADB);06 65 59 17 29;gilindeck@live.fr;17 Place Fernand Lafargue;;BORDEAUX;33000;;;1;0
100093;NON CLIENT;BREAD STORMING;06 13 14 72 09;;27 Rue Notre Dame;;BORDEAUX;33000;;;1;0
100094;NON CLIENT;CONCEPT COIFFURE "LE SALON";05 56 31 23 73;;92 Avenue Charles de Gaulle;;LA BREDE;33650;;;1;0
100095;CLIENT;SCEA BELLOCQ - La Cabane du Mimbeau;05 56 66 23 04;denis.bellocq33@orange.fr;28 Avenue de la Conche;;LEGE CAP FERRET;33470;27/05/2019;26/05/2020;1;0
100096;ANCIEN CLIENT;CHACOUETTE;;clementfrench@hotmail.fr;50 Boulevard de la Plage;;LEGE CAP FERRET;33950;;;1;0
100097;CLIENT;SARL DU VESUVE "Le Vésuve";05 56 86 24 93;jpjoppin@gmail.com;3 Place du Parc;;ARTIGUES PRES BORDEAUX;33370;;18/07/2019;1;0
100098;ANCIEN CLIENT;CHEZ BENJAMIN ET PATRICIA;05 56 21 34 49;patben7@msn.com;4 Place Sainte Quitterie;;LATRESNE;33360;;;1;0
100099;NON CLIENT;E ET J : HAPPY PARK;07 60 74 14 79;jerome.oscislawski@hotmail.fr;15 Rue Charles Tellier;;BEGLES;33130;;;1;0
100100;NON CLIENT;PARLEMANCE;05 40 00 17 44;bordeauxparlemance@sfr.fr;10 Rue du Parlement Ste Catherine;;BORDEAUX;33000;;;1;0
100101;NON CLIENT;LE TASSILI;05 56 52 71 03;;22 Rue du Palais Gallien;;BORDEAUX;33000;;;1;0
100102;ANCIEN CLIENT;SARL TAIKEN;;efficience@groupesofraco.com;8 PLACE FERNAND LAFARGUE;;BORDEAUX;33000;;;1;0
100103;NON CLIENT;REBOUL BELLOUARD Benjamin;;contact@auxdelicesdebenjamin.com;20 Route du Port de l'Homme;;LATRESNE;33360;;;1;0
100104;NON CLIENT;EXPERTISE CULINAIRE GAUFFRE" MA MAISON";;;515 Avenue du Mal de Lattre de Tassigny;;BORDEAUX;33200;;;1;0
100105;CLIENT;EURL LAMHA - ASTON Cig Electroniques;06 22 40 74 98;lionel.bertin@yahoo.fr;19 Avenue du Médoc;;EYSINES;33320;;;1;0
100106;NON CLIENT;SARL JAMBOREE;09 81 14 80 98;;22 rue du Pas St Georges;;BORDEAUX;33000;;;1;0
100107;NON CLIENT;SARL SIGMA - O'SUSHI PESSAC;;;198 Avenue du Haut Leveque;;PESSAC;33600;;;1;0
100108;ANCIEN CLIENT;CAFCA - Magasin Addict;02 97 86 44 92;fred.legrand04@orange.fr;Magasin Addict;2 Place Alsace Lorraine;LORIENT;22200;;;1;0
100109;ANCIEN CLIENT;EURL L'HIBISCUS;06 68 51 31 12;david.gabillaud@gmail.com;243 Rue de Pessac;;BORDEAUX;33530;;;1;0
100110;NON CLIENT;CONTE;;;;;;33160;;;1;0
100111;ANCIEN CLIENT;SARL FAITU - Cosi Si Mangia;05 56 74 06 61;administration@cosisimangia.fr;16 Rue Clare;;BORDEAUX;33100;19/07/2016;18/07/2019;1;0
100112;NON CLIENT;SARL NANFER - Chez  Fernand;05 56 81 23 40;olivier.toutfaire@groupeflo-franchises.com;;;;33000;;;1;0
100113;NON CLIENT;Pole Emploi - Agence St Jean;05 56 33 49 51;;;;;33800;;;;0
100114;NON CLIENT;PLAISIRS D'ENTRECOTE;05 56 84 88 88;;6 RUE LOUIS DE FUNES;;VILLENAVE D'ORNON;33140;;;;0
100115;ANCIEN CLIENT;SARL LE BISTRONOME;05 57 34 48 78;lebistronome@live.fr;6 Place de la Ferme de Richemont;;BORDEAUX;33000;;;1;0
100116;NON CLIENT;SARL STELOSCA - Le Family;05 56 98 13 06;; 12 Rue du Grand Maurian;;BORDEAUX;33000;;;1;0
100117;ANCIEN CLIENT;SARL LA TABLE DU QUAI;05 57 30 99 05;moulindelagorce@wanadoo.fr;17 Quai Louis XVIII;;BORDEAUX;33000;;;1;0
100118;CLIENT;SARL INES - Mangez-moi;06 68 24 01 12;;33 Rue Du Loup;;BORDEAUX;33000;31/05/2017;30/05/2021;1;-468
100119;NON CLIENT;L'ESCALE DES PIRATES;;;;;;33700;;;1;0
100120;ANCIEN CLIENT;SARL SASHA - Kokomo;05 57 77 07 24;damienmenaldo@gmail.com;9 Place Fernand Lafargue;;BORDEAUX;33000;;07/10/2016;1;0
100121;ANCIEN CLIENT;SARL ENKI : DE  LA BELLE ROSE;05 56 52 34 02;fanfanbento@yahoo.fr; 1 Place Aristide Briand;;LORMONT;33200;03/01/2017;02/01/2020;1;0
100122;NON CLIENT;LE MOULIN DE SAIGE;;;;;;33600;;;1;0
100123;ANCIEN CLIENT;CYCLES FOUCHY;;;445 route de Toulouse;;VILLENAVE D'ORNON;33140;;;1;-186
100124;CLIENT;LA THEIERE GOURMANDE;;agnes-anger@hotmail.fr;8 RUE CAMILLE SAUVAGEAU;;BORDEAUX;33800;;18/11/2018;1;-288
100125;NON CLIENT;MILITARIA DIFFUSION SAS;;;101 Rue Fondaudège;;BORDEAUX;33000;;;1;0
100126;NON CLIENT;SARL BENGOSHI;05 40 71 43 64;;;;;33000;;;1;0
100127;NON CLIENT;L'AUBERGE'INN;05 56 20 34 09;laubergeriedegouts@gmail.com;3 Route de Castres;;SAINT MORILLON;33650;;;1;0
100128;NON CLIENT;GRECK Elisabeth : A'NA eCigarette;05 24 22 03 93;;;;;33210;;;1;0
100129;ANCIEN CLIENT;SARL C.L.D. CAP PEREIRE;05 56 83 24 01;bourcierjeanmarc33@gmail.com;1 Avenue du Parc Pereire;;ARCACHON;33120;;27/02/2019;1;0
100130;ANCIEN CLIENT;LAMOLIE;;;2 Place Charles De Gaulle;;PODENSAC;33550;;;1;0
100131;NON CLIENT;SARL DURTEL;05 56 49 53 51;durtel@free.fr;19 Rue Solférino;;BEGLES;33130;;;1;0
100132;NON CLIENT;SARL DUOTEL;05 35 54 66 17;;19 Rue Solférino;;BEGLES;33130;;;1;0
100133;CLIENT;SARL VV33 - Vapote Moi - Siège Floirac;05 56 91 76 15;vapotemoi@orange.fr;35 B Avenue Hubert Dubedout;;FLOIRAC;33270;15/01/2018;16/01/2019;1;-344,76
100134;NON CLIENT;SARL I.E.R.S. - PROXY;;;;;;33600;;;1;0
100135;NON CLIENT;SARL GAREOPAPILLES (GoP);;contact@gareopapilles.fr;Rue Abée de l'Epée;;BORDEAUX;33000;;;1;0
100136;ANCIEN CLIENT;VINTAGE BAR;;vintage.bordeaux@live.fr;;;;33000;;;1;0
100137;CLIENT;GRENKE LOCATION SAS;05 56 11 11 71;alaunay@grenke.fr;;;;33693;;;;-89391,29
100138;NON CLIENT;ARROW BORDEAUX;+33 5 56 44 08 08;;;;;33000;;;1;0
100139;NON CLIENT;SARL LE GRILL BORDELAIS;;j.schoettel@orange.fr;;;;33000;;;1;0
100140;ANCIEN CLIENT;SARL LLBG- ASTON Caudéran;09 81 98 22 70;laguillemin@hotmail.fr;;;;33200;;;1;0
100141;ANCIEN CLIENT;SARL ADEL RESTAURANT L'ENDROIT;;murielle.amira@orange.fr;45 Avenue du Général de Gaulle;;BLANQUEFORT;33290;;11/01/2017;1;0
100142;NON CLIENT;SARL 2R VIVAL;;raynaud.vival@gmail.com;Place de la République;;SAUVETERRE DE GUYENNE;33540;;;1;0
100143;NON CLIENT;L'EPICERIE BISTROT JAMON JAMON;;;2 Rue Louis Combes;;BORDEAUX;33000;;;1;0
100144;CLIENT;BELLE CAMPAGNE;;Adrien (adrien@belle-campagne.fr);12 Rue des Bahutiers;;BORDEAUX;33000;;;1;0
100145;CLIENT;SARL MORLAND BURGUES ''Le coin gourmand";06 19 34 57 72;;;;;40130;;;7;0
100146;ANCIEN CLIENT;SARL LOULOU PRIMEURS;;loulouprimeur33@orange.fr;80 avenue du Général de Gaulle;;LA BREDE;33650;;;1;0
100147;ANCIEN CLIENT;SARL FEAT;06 77 62 31 79;gregmargalef@gmail.com;;;;33880;;30/11/2016;1;0
100148;CLIENT;SARL L'ATELIER 115;05 56 45 27 57;nicoguiche@gmail.com;115 Avenue du Docteur Nancel Penar;;PESSAC;33600;03/01/2019;02/01/2022;1;-262,8
100149;NON CLIENT;SARL LOS DOS HERMANOS;05 56 91 43 70;;52 Cours Victor Hugo;;BORDEAUX;33000;;;1;0
100150;ANCIEN CLIENT;SARL FISH AND CHIPS;05 56 81 46 44;jyv@9online.fr;2 Place Fernand Laffargue;;BORDEAUX;33000;10/02/2016;;1;0
100151;NON CLIENT;SARL DLTL "CHEZ DAVID";;davidmonsiny@wanadoo.fr;2 Place de l'église;;SALAUNES;33160;;;1;0
100152;NON CLIENT;SARL KO-SOMETSUKE;;danykhong2@gmail.com;156 Boulevard de la Plage;;ARCACHON;33120;;;1;0
100153;NON CLIENT;GENS D'ESTUAIRE;;jdmora33@gmail.com; 12 Rue Charlevoix de Villers;;BORDEAUX;33300;;;1;0
100154;NON CLIENT;SARL MANUMA - CASA ANDALUZ;05 57 56 01 21;stephane_albert@orange.fr; 151 Rue Michel de Montaigne;;CASTILLON LA BATAILLE;33350;;;1;0
100155;ANCIEN CLIENT;SAS BURNEL "LE RESTAURANT DE LA GARE";;nicolas.burnel@gmail.com;Gare d'Espiet;;ESPIET;33420;;13/08/2014;1;0
100156;CLIENT;SARL EGO - ASTON CIGARETTE ELECTRONIQUE;09 82 54 29 49;lionel.bertin@yahoo.fr;;;;33700;01/01/2019;31/12/2019;1;0
100157;CLIENT;SARL LE CHAUDRON DU PERE MARCHES;05 57 40 45 40;gmichel_u@hotmail.com;;;;33350;27/06/2018;26/06/2022;1;-36
100158;NON CLIENT;LA TAVERNE DU PELICAN;;flofep@live.fr;;;;33350;;;1;0
100159;NON CLIENT;SARL LA TABLE;;la.table.creons@gmail.com;;;;33670;;;1;0
100160;NON CLIENT;SARL KODETA;;; 22 Avenue Notre Dame des Passes;;ARCACHON;33120;;;1;0
100161;NON CLIENT;LE COMPTOIR DU COIN;;jm.hosten@gmail.com;;;;33000;;;1;0
100162;CLIENT;SARL LES DEUX FRERES;;comptales2freresbis@gmail.com;1 - 7 Rue de la Croix Blanche;BP 158;DAX;40100;09/04/2014;;7;-2941,56
100163;ANCIEN CLIENT;SNC LE GEY;;lechat.teurlay@gmail.com;RESTAURANT CAMPING LES GOELANDS;;ARES;33740;11/04/2014;;1;0
100164;NON CLIENT;SAS LES VOYOUS "ROLLING JACK";;rollingjack@gmail.com;;;;33110;;;1;0
100165;NON CLIENT;EURL DIAM;;;;;;65400;;;7;0
100166;ANCIEN CLIENT;EURL CAPLANE WILLIAM ''Rest. EPHERRA'';;restaurant.epherra@gmail.com;UROLOKO BIDEA;;SOURAIDE;64250;;;7;0
100167;ANCIEN CLIENT;EURL NEW CONCEPT - ASTON Cig. Electron.;;mathieupertuis@wanadoo.fr;;;;33160;;;1;0
100168;NON CLIENT;SARL JAB ''CAFE VICTOR'';;sam-jaba@hotmail.fr;10 AVENUE VICTOR HUGO;;BIARRITZ;64200;;;7;0
100169;NON CLIENT;AUPOIL Martial;;martial.aupoil@orange.fr;;;;44200;;;1;0
100170;NON CLIENT;PIZZERIA;;nlebon14@gmail.com;;;;40600;;;1;0
100171;NON CLIENT;Sea, surf and sun;;hugo.giudicelli.bisca@orange.fr;;;;40600;;;1;0
100172;ANCIEN CLIENT;EURL YMER - L'OLEA;;remylaboirie@orange.fr;2 Bis rue André Brun;;LE BARP;33114;15/09/2014;;1;0
100173;NON CLIENT;CVAPOTE;05 40 05 72 81;cvapote@sfr.fr;;;;33270;;;1;0
100174;ANCIEN CLIENT;SARL ARFAJOA - Couleur café;09 83 65 29 64;antoinefumoux@yahoo.fr;4 Boulevard du Colonel Wurtz;;ANDERNOS;33510;;;1;0
100175;ANCIEN CLIENT;JCK HOLDING;;;JCK HOLDING;341 Avenue de Tassigny;BORDEAUX;33200;;;1;0
100176;NON CLIENT;SAS BGL MACM "BRASSERIE DE LA GARE";;blg@outlook.fr;;;;33210;;;1;0
100177;NON CLIENT;LA TABLE DE CHARBON BLANC;05 56 30 93 82;latabledecharbonblanc@gmail.com;1 Place Pierre Mendès France;;CARBON BLANC;33560;;;1;0
100178;ANCIEN CLIENT;PATOON - SAS CANIDEV - SIEGE;09 67 41 18 53;sraspiengeas@capmag.fr;ZA LA GAROSSE;Avenue de l'Europe;SAINT ANDRE DE CUBZAC;33610;;30/06/2019;1;0
100179;CLIENT;SARL LE ROSSIGNOL - "Chez ta mère";05 56 92 55 12;rossignolnadia@gmail.com;12 Rue Camille Sauvageau;;BORDEAUX;33800;22/05/2014;;1;0
100180;NON CLIENT;SARL SELICO - LE TOURNESOL;05 56 32 27 12;letournesol33370@orange.fr;;;;33370;;;1;0
100181;NON CLIENT;EURL CBV - LA MANDARINE;;vincent@studioboheme.fr;12 Rue Castelnau d'Auros;;BORDEAUX;33000;;;1;0
100182;CLIENT;MONETIQUE PLUS;;monetiqueplus@free.fr;Rue Fondaudège;;BORDEAUX;33800;;04/07/2017;1;0
100183;CLIENT;EURL ATTRAVERSIAMO;;attraversiamo@orange.fr;80 Avenue du Général de gaulle;;LA BREDE;33650;;18/07/2017;1;0
100184;CLIENT;SARL FORTIER - Blé délice;05 58 42 55 45;fortier.lalanne@gmail.com;6 Rue de Pourguedueil;ZA les deux pins;CAPBRETON;40130;12/12/2017;11/12/2021;7;0
100185;CLIENT;SARL VAL ET PHIL "Boulangerie du Port";05 58 47 98 08;valephil82@hotmail.com;;;;40130;28/02/2017;27/02/2021;7;0
100186;ANCIEN CLIENT;SARL IGR IMMO GESTION RESIDENCES-Aouchet;;;Le Hameau de L'Aouchet;380 Route Téophile Gautier;PARENTIS EN BORN;40160;;;1;0
100187;NON CLIENT;SAS S2DBS "BYE BORDEAUX;09 83 73 10 42;pdrivet@patimmo.com;6 Cours de l'Intendance;;BORDEAUX;33000;;;1;0
100188;NON CLIENT;SAS ADNN " BORDEAUX & RUGBY;;pdrivet@patimmo.com;;;;33000;;;1;0
100189;NON CLIENT;BAR LE BOMBAY;;pbezos@orange.fr;41 Avenue du Général De Gaulle;;ANDERNOS LES BAINS;33510;;;1;0
100190;NON CLIENT;SARL VIDAL FOIES GRAS;0553286525;vidalfoiegras@free.fr;Le Pontet;;SARLAT LA CANEDA;24250;;;1;0
